pdf_color_group,sub_asset,screen_rank,etf_ticker,name,current_v31_score,ETF_RS_20D,ETF_RS_60D,MA60_breadth,HP90_share
국내주식_섹터,domestic_equity_sector,49,147970.KS,TIGER 모멘텀,0.4466267756731591,-0.1714211956168856,-0.0240878367030095,0.6434310532030402,0.5067318132464713
해외주식_섹터,overseas_equity_sector,50,453660.KS,KODEX 미국S&P500경기소비재,0.3999484494228409,-0.042629079796814,-0.131244483150118,0.7524111905907995,0.1367876115443174
국내주식_지수,domestic_equity_index,51,156080.KS,KODEX MSCI Korea,0.3941786667655721,0.0270906223691422,0.0111172850965539,0.5043210866111894,0.2830542479754772
국내주식_지수,domestic_equity_index,52,278540.KS,KODEX MSCI Korea TR,0.3924449402164995,0.0202328921154559,0.0118146107147441,0.5060407586861776,0.2842394877163934
해외주식_지수,overseas_equity_index,53,411860.KS,KIWOOM 독일DAX,0.3799850328981387,-0.0363290850986155,-0.1695447403326311,0.6666666666666666,0.3333333333333333
해외주식_섹터,overseas_equity_sector,54,452360.KS,SOL 미국배당다우존스(H),0.3626374096979693,-0.0665047967174656,-0.1732947965828952,0.4523918462261973,0.5042137167308851
해외주식_섹터,overseas_equity_sector,55,245350.KS,TIGER 유로스탁스배당30,0.3554530938965985,-0.0713976724905531,-0.1208987389896467,0.5,0.0
국내주식_섹터,domestic_equity_sector,56,091160.KS,KODEX 반도체,0.3376119995557399,-0.0496338174475279,-0.0184710682647528,0.380478868438991,0.0911128152692569
해외주식_섹터,overseas_equity_sector,57,182480.KS,TIGER 미국MSCI리츠(합성 H),0.3370386262337981,-0.0894468236305126,-0.1922455319562037,0.6557903468483792,0.7644162164485538
해외주식_섹터,overseas_equity_sector,58,352560.KS,KODEX 미국부동산리츠(H),0.2967527397413856,-0.0962971048079504,-0.2047032802344608,0.7328523637797519,0.7374352969532332
국내주식_지수,domestic_equity_index,59,295040.KS,SOL 200TR,0.2902881544368502,8.778350104976518e-05,0.0023389654540697,0.5142135117840382,0.2287032317075383
국내주식_지수,domestic_equity_index,60,148020.KS,RISE 200,0.2740859269173931,0.0030831701069484,0.0078176534123364,0.4963546111776626,0.2182334503174651
국내주식_지수,domestic_equity_index,61,102110.KS,TIGER 200,0.2541168429125159,0.0005730411381059,0.0012217281531903,0.4948499724277826,0.2177125470945053
국내주식_지수,domestic_equity_index,62,069500.KS,KODEX 200,0.2518535647384305,0.0,0.0,0.4969432882414152,0.2189317194099283
국내주식_지수,domestic_equity_index,63,152100.KS,PLUS 200,0.2507299595481922,-0.0013064068840404,0.0025709490912275,0.4952046819463179,0.2172524206397847
국내주식_지수,domestic_equity_index,64,361580.KS,RISE 200TR,0.246020449956882,-0.0036194988103623,-0.0003603726521805,0.4967264893706756,0.2177881187663399
국내주식_지수,domestic_equity_index,65,294400.KS,KIWOOM 200TR,0.2456313599924068,-0.0032678433211814,0.0003018024915975,0.4972919497576813,0.2179412659124419
해외주식_섹터,overseas_equity_sector,66,453640.KS,KODEX 미국S&P500헬스케어,0.2371452939915927,-0.0302131617967835,-0.2215702147945997,0.5113423083505471,0.5038422276984036
국내주식_지수,domestic_equity_index,67,278530.KS,KODEX 200TR,0.2153647401990088,-0.0079415691000739,-0.0115209297393399,0.495026530268974,0.2164587060568533
